Date,Open,High,Low,Close,Adj Close,Volume
2002-01-02,115.11000061035156,115.75,113.80999755859375,115.52999877929688,77.18972778320312,18651900
2002-01-03,115.6500015258789,116.94999694824219,115.54000091552734,116.83999633789062,78.06498718261719,15743000
2002-01-04,117.16999816894531,117.9800033569336,116.55000305175781,117.62000274658203,78.58614349365234,20140700
2002-01-07,117.69999694824219,117.98999786376953,116.55999755859375,116.79000091552734,78.03155517578125,13106500
2002-01-08,116.79000091552734,117.05999755859375,115.97000122070312,116.5199966430664,77.85118103027344,12683700
2002-01-09,116.68000030517578,117.77999877929688,115.33999633789062,115.56999969482422,77.21641540527344,16610300
2002-01-10,115.69000244140625,116.3499984741211,115.30000305175781,116.08000183105469,77.55720520019531,12823400
2002-01-11,116.20999908447266,116.27999877929688,114.69999694824219,114.94000244140625,76.7955551147461,13708400
2002-01-14,114.6500015258789,114.83999633789062,113.95999908447266,114.22000122070312,76.31446838378906,12301100
2002-01-15,114.55000305175781,115.38999938964844,113.9000015258789,115.1500015258789,76.93580627441406,20219900
2002-01-16,114.30000305175781,114.4000015258789,112.69000244140625,112.81999969482422,75.3790512084961,17067000
2002-01-17,113.76000213623047,114.23999786376953,113.4000015258789,113.66999816894531,75.94701385498047,17283400
2002-01-18,113.0,113.8499984741211,112.66999816894531,113.1500015258789,75.59957122802734,17028000
2002-01-22,113.75,113.93000030517578,112.0199966430664,112.37000274658203,75.07840728759766,11689300
2002-01-23,112.62999725341797,113.55000305175781,112.0199966430664,113.2300033569336,75.65299987792969,12438900
2002-01-24,113.63999938964844,114.25,113.31999969482422,113.58000183105469,75.88687133789062,12142800
2002-01-25,113.12000274658203,114.18000030517578,113.04000091552734,113.55000305175781,75.8668441772461,12810700
2002-01-28,113.9000015258789,114.19000244140625,112.91999816894531,113.86000061035156,76.07393646240234,10589200
2002-01-29,113.8499984741211,114.12999725341797,110.05000305175781,110.27999877929688,73.6819839477539,27720800
2002-01-30,110.38999938964844,113.38999938964844,108.4000015258789,111.87000274658203,74.74434661865234,34711800
2002-01-31,112.1500015258789,113.30000305175781,111.62000274658203,113.18000030517578,75.61962890625,19909200
2002-02-01,113.08999633789062,113.30000305175781,112.16999816894531,112.6500015258789,75.26551055908203,15838500
2002-02-04,112.2300033569336,112.2300033569336,109.44000244140625,109.8499984741211,73.39471435546875,24243400
2002-02-05,109.4000015258789,110.48999786376953,108.52999877929688,109.16999816894531,72.94039154052734,33614000
2002-02-06,109.6500015258789,109.73999786376953,108.05999755859375,108.69999694824219,72.6263656616211,29486000
2002-02-07,108.72000122070312,109.86000061035156,108.0,108.0199966430664,72.17204284667969,23445400
2002-02-08,108.62999725341797,110.75,108.30000305175781,110.08999633789062,73.5550537109375,19277800
2002-02-11,110.05000305175781,111.63999938964844,109.81999969482422,111.44000244140625,74.45703125,18792400
2002-02-12,110.95999908447266,111.70999908447266,110.02999877929688,111.08999633789062,74.22321319580078,13942500
2002-02-13,111.4800033569336,112.54000091552734,111.3499984741211,112.2699966430664,75.01158142089844,16781100
2002-02-14,112.51000213623047,112.97000122070312,111.58999633789062,112.05999755859375,74.87129211425781,20453800
2002-02-15,112.1500015258789,112.23999786376953,110.70999908447266,110.88999938964844,74.08956909179688,18366800
2002-02-19,110.1500015258789,110.29000091552734,108.61000061035156,108.76000213623047,72.66648864746094,15988100
2002-02-20,109.05000305175781,110.58999633789062,107.81999969482422,110.58999633789062,73.8891372680664,29242800
2002-02-21,109.93000030517578,110.62999725341797,108.26000213623047,108.30000305175781,72.3591079711914,26288600
2002-02-22,108.3499984741211,109.94000244140625,107.87000274658203,109.63999938964844,73.25439453125,26572900
2002-02-25,109.73999786376953,111.80999755859375,109.69999694824219,111.44999694824219,74.46372985839844,17458700
2002-02-26,111.5999984741211,112.04000091552734,110.56999969482422,111.22000122070312,74.31006622314453,22346500
2002-02-27,111.95999908447266,112.86000061035156,110.6500015258789,111.6500015258789,74.59735107421875,28597900
2002-02-28,111.83000183105469,112.75,111.02999877929688,111.1500015258789,74.26329803466797,23755400
2002-03-01,111.72000122070312,113.8499984741211,111.51000213623047,113.73999786376953,75.99376678466797,26273600
2002-03-04,113.9000015258789,115.98999786376953,113.6500015258789,115.75,77.33673095703125,27184600
2002-03-05,115.33000183105469,116.4000015258789,114.97000122070312,115.37999725341797,77.08950805664062,22718900
2002-03-06,115.0999984741211,117.1500015258789,115.06999969482422,116.75,78.00483703613281,20143200
2002-03-07,117.36000061035156,117.5,115.56999969482422,116.5,77.83782196044922,19330800
2002-03-08,117.37999725341797,117.9000015258789,116.4800033569336,116.98999786376953,78.1651840209961,19930100
2002-03-11,116.88999938964844,117.9000015258789,116.43000030517578,117.23999786376953,78.33223724365234,15621800
2002-03-12,116.0999984741211,117.25,115.94000244140625,117.16999816894531,78.28546905517578,17153600
2002-03-13,116.62999725341797,116.75,115.63999938964844,116.04000091552734,77.53045654296875,17175300
2002-03-14,116.04000091552734,116.43000030517578,115.62999725341797,115.87999725341797,77.42355346679688,11168100
2002-03-15,115.97000122070312,116.94999694824219,115.9000015258789,116.6500015258789,78.16127014160156,21220100
2002-03-18,117.0999984741211,117.55999755859375,116.0999984741211,116.66999816894531,78.1746826171875,17548900
2002-03-19,117.30000305175781,117.73999786376953,116.81999969482422,117.44999694824219,78.69734191894531,17912000
2002-03-20,116.5,116.58000183105469,115.19000244140625,115.23999786376953,77.21648406982422,17114500
2002-03-21,115.30000305175781,115.9000015258789,114.12000274658203,115.29000091552734,77.25003814697266,25846800
2002-03-22,115.5,115.94000244140625,114.69999694824219,115.04000091552734,77.08248901367188,15235400
2002-03-25,115.08999633789062,115.36000061035156,113.30000305175781,113.61000061035156,76.12434387207031,17499600
2002-03-26,113.5199966430664,115.0199966430664,113.47000122070312,114.2699966430664,76.56658172607422,19947600
2002-03-27,114.02999877929688,115.01000213623047,113.76000213623047,114.56999969482422,76.76757049560547,19020300
2002-03-28,114.97000122070312,115.7699966430664,114.5,114.5199966430664,76.73409271240234,17532900
2002-04-01,114.2300033569336,115.0999984741211,113.5,114.56999969482422,76.76757049560547,17711000
2002-04-02,113.9800033569336,114.94999694824219,113.7699966430664,113.94000244140625,76.3454818725586,15669500
2002-04-03,114.01000213623047,114.20999908447266,112.16000366210938,113.13999938964844,75.80945587158203,25658500
2002-04-04,112.5999984741211,113.4000015258789,112.2300033569336,112.66999816894531,75.49449920654297,23549000
2002-04-05,113.19000244140625,113.62999725341797,112.18000030517578,112.69000244140625,75.5079116821289,19404900
2002-04-08,111.31999969482422,113.02999877929688,111.2300033569336,112.93000030517578,75.66873168945312,16470100
2002-04-09,113.18000030517578,113.18000030517578,111.93000030517578,112.13999938964844,75.13938903808594,15122700
2002-04-10,112.0999984741211,113.54000091552734,112.08999633789062,113.41000366210938,75.9903335571289,17199300
2002-04-11,112.88999938964844,113.05000305175781,110.5,110.58999633789062,74.1008071899414,25453700
2002-04-12,111.0199966430664,111.6500015258789,110.04000091552734,111.41999816894531,74.65694427490234,14950600
2002-04-15,111.62000274658203,111.86000061035156,110.19999694824219,110.56999969482422,74.08740234375,17394900
2002-04-16,111.69999694824219,113.31999969482422,111.66999816894531,113.19999694824219,75.84961700439453,15040900
2002-04-17,113.38999938964844,113.66999816894531,112.5999984741211,112.95999908447266,75.68880462646484,12920100
2002-04-18,112.9000015258789,113.45999908447266,111.1500015258789,112.47000122070312,75.36048126220703,25204800
2002-04-19,113.19999694824219,113.23999786376953,112.55999755859375,112.87999725341797,75.63521575927734,10499200
2002-04-22,112.37999725341797,112.43000030517578,110.83999633789062,111.0,74.37552642822266,13922900
2002-04-23,111.08999633789062,111.4800033569336,110.16999816894531,110.5199966430664,74.05388641357422,16967000
2002-04-24,110.55999755859375,111.80999755859375,109.4000015258789,109.41000366210938,73.3101577758789,18902700
2002-04-25,109.20999908447266,109.73999786376953,108.72000122070312,109.47000122070312,73.35033416748047,25451500
2002-04-26,109.79000091552734,110.01000213623047,107.29000091552734,107.38999938964844,71.95665740966797,19769800
2002-04-29,107.93000030517578,108.26000213623047,106.62999725341797,106.86000061035156,71.60150909423828,17724400
2002-04-30,107.0199966430664,108.63999938964844,106.63999938964844,107.86000061035156,72.27153778076172,19473500
2002-05-01,107.97000122070312,109.25,106.80000305175781,109.18000030517578,73.15603637695312,24575600
2002-05-02,109.0999984741211,109.91000366210938,107.77999877929688,108.76000213623047,72.87464904785156,15666800
2002-05-03,108.5999984741211,108.76000213623047,107.19999694824219,107.58000183105469,72.0839614868164,18185500
2002-05-06,107.63999938964844,107.98999786376953,105.30999755859375,105.47000122070312,70.67015075683594,23630400
2002-05-07,106.0999984741211,106.31999969482422,104.9000015258789,105.0999984741211,70.42222595214844,21910000
2002-05-08,107.05000305175781,109.36000061035156,106.79000091552734,109.01000213623047,73.04212188720703,27917400
2002-05-09,108.6500015258789,109.0999984741211,107.58000183105469,107.75,72.19786834716797,18085600
2002-05-10,107.97000122070312,108.05000305175781,105.5999984741211,105.72000122070312,70.83767700195312,18958900
2002-05-13,106.22000122070312,107.94999694824219,105.79000091552734,107.87000274658203,72.27825927734375,14677700
2002-05-14,109.62000274658203,110.37000274658203,109.0,110.22000122070312,73.85284423828125,34201200
2002-05-15,109.5,110.91000366210938,109.29000091552734,109.79000091552734,73.56474304199219,29535300
2002-05-16,109.69999694824219,110.4800033569336,109.33000183105469,110.36000061035156,73.94668579101562,28092000
2002-05-17,110.66000366210938,111.25,110.0999984741211,110.9000015258789,74.30851745605469,27823700
2002-05-20,110.63999938964844,110.69000244140625,109.48999786376953,109.69999694824219,73.50443267822266,13833800
2002-05-21,110.11000061035156,110.4800033569336,108.31999969482422,108.69999694824219,72.83440399169922,16877200
2002-05-22,108.22000122070312,109.12000274658203,108.0,108.94000244140625,72.99519348144531,15844200
2002-05-23,109.26000213623047,110.36000061035156,108.4800033569336,110.0999984741211,73.77247619628906,13879800
2002-05-24,109.9800033569336,110.19999694824219,108.61000061035156,108.69000244140625,72.82771301269531,11877000
2002-05-28,109.05000305175781,109.12999725341797,107.44999694824219,108.0999984741211,72.43238830566406,24236900
2002-05-29,107.62000274658203,108.0199966430664,107.12999725341797,107.30000305175781,71.89630889892578,14773300
2002-05-30,106.55000305175781,107.51000213623047,105.9000015258789,107.0,71.69530487060547,18217900
2002-05-31,107.4000015258789,108.55999755859375,106.8499984741211,107.22000122070312,71.84272766113281,19826300
2002-06-03,107.08999633789062,107.5999984741211,104.12999725341797,104.37000274658203,69.93307495117188,26056300
2002-06-04,104.1500015258789,105.19999694824219,103.55000305175781,104.62999725341797,70.1072769165039,25856200
2002-06-05,104.94999694824219,105.66999816894531,104.3499984741211,105.61000061035156,70.7639389038086,19695900
2002-06-06,105.54000091552734,105.5999984741211,103.1500015258789,103.45999908447266,69.32335662841797,22998500
2002-06-07,101.77999877929688,103.91999816894531,101.72000122070312,103.33999633789062,69.24293518066406,24011600
2002-06-10,103.23999786376953,104.45999908447266,103.0199966430664,103.73999786376953,69.51094055175781,18759900
2002-06-11,104.12999725341797,104.54000091552734,101.7300033569336,101.95999908447266,68.31827545166016,19990700
2002-06-12,101.70999908447266,102.80999755859375,100.77999877929688,102.58000183105469,68.73368835449219,31266000
2002-06-13,102.12999725341797,103.0,101.33999633789062,101.55000305175781,68.0435562133789,21043900
2002-06-14,100.30999755859375,101.55999755859375,98.5,101.4000015258789,67.9430160522461,39267500
2002-06-17,101.91999816894531,104.33999633789062,101.8499984741211,104.12000274658203,69.76557922363281,17647200
2002-06-18,103.73999786376953,105.02999877929688,103.62999725341797,104.97000122070312,70.33511352539062,21628500
2002-06-19,103.5,104.43000030517578,102.23999786376953,102.5199966430664,68.69348907470703,21540700
2002-06-20,102.26000213623047,103.05000305175781,100.95999908447266,101.20999908447266,67.81575775146484,25691000
2002-06-21,100.47000122070312,100.93000030517578,98.68000030517578,99.27999877929688,66.75536346435547,31190700
2002-06-24,98.61000061035156,100.69000244140625,97.25,99.80000305175781,67.10498046875,37169700
2002-06-25,100.30000305175781,100.88999938964844,97.54000091552734,97.55999755859375,65.59886932373047,33355000
2002-06-26,95.19999694824219,98.1500015258789,95.19000244140625,97.72000122070312,65.70646667480469,37913600
2002-06-27,98.5,99.48999786376953,96.56999969482422,99.43000030517578,66.85621643066406,31616400
2002-06-28,99.23999786376953,100.5,98.87999725341797,98.95999908447266,66.54019927978516,28184200
2002-07-01,99.18000030517578,99.80000305175781,96.88999938964844,97.02999877929688,65.2424545288086,20270200
2002-07-02,96.86000061035156,97.19999694824219,94.7699966430664,94.97000122070312,63.857337951660156,34213900
2002-07-03,94.62000274658203,95.83999633789062,93.72000122070312,95.51000213623047,64.22045135498047,30565800
2002-07-05,96.77999877929688,99.52999877929688,96.66000366210938,99.30999755859375,66.77555084228516,19013500
2002-07-08,98.9800033569336,99.69999694824219,97.55999755859375,98.06999969482422,65.9417953491211,19118600
2002-07-09,97.7300033569336,98.33999633789062,95.01000213623047,95.5999984741211,64.28096008300781,28620400
2002-07-10,96.0,96.06999969482422,92.04000091552734,92.12000274658203,61.941036224365234,50522500
2002-07-11,91.76000213623047,93.3499984741211,90.31999969482422,92.87000274658203,62.44530487060547,59476500
2002-07-12,93.33000183105469,93.88999938964844,91.5199966430664,91.8499984741211,61.75947189331055,39018600
2002-07-15,91.63999938964844,92.4000015258789,87.88999938964844,92.33999633789062,62.08893585205078,77317200
2002-07-16,91.12000274658203,92.37999725341797,89.87000274658203,90.55999755859375,60.89207458496094,53282400
2002-07-17,92.45999908447266,93.30000305175781,89.75,90.73999786376953,61.01311492919922,48880600
2002-07-18,90.69999694824219,91.0999984741211,87.75,87.80000305175781,59.036258697509766,32656700
2002-07-19,86.76000213623047,87.55000305175781,84.30000305175781,84.70999908447266,56.95856475830078,77572600
2002-07-22,84.0999984741211,85.91000366210938,81.44999694824219,82.19999694824219,55.2708625793457,78134000
2002-07-23,82.55000305175781,83.23999786376953,79.75,79.94999694824219,53.75796890258789,74484100
2002-07-24,78.12999725341797,85.12000274658203,77.68000030517578,84.72000122070312,56.96531295776367,107022800
2002-07-25,84.2699966430664,85.8499984741211,81.5999984741211,84.0,56.481178283691406,87176600
2002-07-26,84.6500015258789,85.93000030517578,83.80000305175781,85.5999984741211,57.55699920654297,41206800
2002-07-29,87.5,90.33999633789062,87.30000305175781,89.7699966430664,60.36088943481445,53492900
2002-07-30,89.31999969482422,91.4000015258789,88.72000122070312,90.94000244140625,61.147621154785156,47532200
2002-07-31,90.48999786376953,91.55000305175781,89.25,91.16000366210938,61.295528411865234,44669900
2002-08-01,90.87999725341797,91.3499984741211,88.33000183105469,88.77999877929688,59.69523239135742,66571900
2002-08-02,88.5,88.91000366210938,85.62000274658203,86.79000091552734,58.35718536376953,51772900
2002-08-05,86.48999786376953,86.93000030517578,83.55000305175781,83.7699966430664,56.32651138305664,47191300
2002-08-06,85.2300033569336,87.9000015258789,85.11000061035156,86.58999633789062,58.22267532348633,64730000
2002-08-07,87.87000274658203,88.5,85.7699966430664,88.0999984741211,59.23798751831055,43289400
2002-08-08,88.41999816894531,91.0999984741211,87.80000305175781,90.94999694824219,61.154327392578125,48339800
2002-08-09,90.0999984741211,91.94000244140625,89.3499984741211,91.29000091552734,61.38294219970703,41879200
2002-08-12,89.98999786376953,91.2699966430664,89.55000305175781,90.62000274658203,60.93244171142578,25841700
2002-08-13,90.1500015258789,91.66000366210938,88.6500015258789,88.97000122070312,59.82297134399414,49690500
2002-08-14,89.0199966430664,92.62999725341797,88.0199966430664,92.22000122070312,62.00825119018555,57423600
2002-08-15,92.83999633789062,93.98999786376953,92.19999694824219,93.5,62.86892318725586,45551500
2002-08-16,92.81999969482422,94.08000183105469,92.0,93.22000122070312,62.680660247802734,36517300
2002-08-19,93.45999908447266,95.75,93.0999984741211,95.4000015258789,64.146484375,33669900
2002-08-20,94.81999969482422,95.4000015258789,93.62000274658203,94.38999938964844,63.46735382080078,30508300
2002-08-21,95.05999755859375,95.77999877929688,93.56999969482422,95.75,64.3818130493164,39628900
2002-08-22,95.48999786376953,97.1500015258789,95.06999969482422,96.68000030517578,65.00713348388672,38399800
2002-08-23,96.01000213623047,96.1500015258789,94.1500015258789,94.5999984741211,63.60857391357422,33716400
2002-08-26,94.91000366210938,95.63999938964844,93.5,95.26000213623047,64.05235290527344,33830100
2002-08-27,95.69999694824219,96.25,93.5,94.16000366210938,63.312705993652344,35335700
2002-08-28,93.27999877929688,93.48999786376953,91.80000305175781,92.0999984741211,61.92757034301758,38970600
2002-08-29,91.2699966430664,93.05000305175781,90.80999755859375,92.13999938964844,61.95448303222656,42965700
2002-08-30,91.68000030517578,93.38999938964844,91.4000015258789,91.77999877929688,61.712398529052734,30366700
2002-09-03,90.7300033569336,91.0,88.1500015258789,88.27999877929688,59.359004974365234,76586400
2002-09-04,88.61000061035156,90.25,88.05999755859375,89.54000091552734,60.20626449584961,51099500
2002-09-05,88.48999786376953,89.43000030517578,87.5,88.77999877929688,59.69523239135742,67250900
2002-09-06,89.75,90.56999969482422,89.33999633789062,90.0,60.51552200317383,38622200
2002-09-09,89.0999984741211,91.3499984741211,88.80000305175781,90.66000366210938,60.95933151245117,33998400
2002-09-10,91.13999938964844,91.77999877929688,90.55999755859375,91.69999694824219,61.65862274169922,41416600
2002-09-11,92.47000122070312,93.33000183105469,91.0999984741211,91.12999725341797,61.27533721923828,27711200
2002-09-12,90.75,90.83999633789062,88.98999786376953,89.44999694824219,60.14570617675781,43601700
2002-09-13,88.69000244140625,89.9000015258789,88.25,89.66999816894531,60.293643951416016,41131000
2002-09-16,89.30999755859375,89.88999938964844,88.45999908447266,89.88999938964844,60.44160461425781,28167600
2002-09-17,90.88999938964844,91.19000244140625,87.75,87.83000183105469,59.05644226074219,47609700
2002-09-18,87.01000213623047,88.5,86.27999877929688,86.94999694824219,58.46471405029297,54719400
2002-09-19,85.98999786376953,86.80000305175781,84.69999694824219,84.69999694824219,56.95185089111328,48510500
2002-09-20,84.91999816894531,85.19999694824219,84.05000305175781,84.3499984741211,56.97077178955078,46325600
2002-09-23,83.6500015258789,84.05999755859375,82.69000244140625,83.66000366210938,56.504737854003906,46893800
2002-09-24,82.44000244140625,83.6500015258789,81.8499984741211,82.30999755859375,55.59293746948242,69507000
2002-09-25,83.37000274658203,84.7699966430664,82.04000091552734,84.3499984741211,56.97077178955078,59294400
2002-09-26,85.0199966430664,85.97000122070312,84.44999694824219,85.7300033569336,57.9028205871582,53638000
2002-09-27,85.0,85.62999725341797,82.75,82.75,55.89010238647461,64648300
2002-09-30,82.0,82.80000305175781,80.9000015258789,81.79000091552734,55.241729736328125,73096400
2002-10-01,82.43000030517578,85.7699966430664,81.47000122070312,85.72000122070312,57.89604187011719,67198100
2002-10-02,84.69000244140625,85.52999877929688,82.5999984741211,83.1500015258789,56.160247802734375,56749100
2002-10-03,83.13999938964844,84.5999984741211,81.94999694824219,82.30999755859375,55.59293746948242,55547000
2002-10-04,82.80000305175781,82.91999816894531,79.58000183105469,80.80000305175781,54.57307052612305,68483700
2002-10-07,80.05999755859375,81.19999694824219,78.55000305175781,79.12999725341797,53.44511032104492,53188000
2002-10-08,79.80999755859375,81.30999755859375,78.19999694824219,80.37000274658203,54.28261947631836,79531000
2002-10-09,79.08999633789062,79.69999694824219,77.77999877929688,78.0999984741211,52.74943161010742,79956400
2002-10-10,77.94000244140625,81.06999969482422,77.06999969482422,80.62999725341797,54.458229064941406,76749000
2002-10-11,82.0999984741211,84.7300033569336,81.81999969482422,84.16000366210938,56.84245681762695,82308300
2002-10-14,83.19999694824219,84.8499984741211,83.04000091552734,84.62999725341797,57.159873962402344,40631900
2002-10-15,86.98999786376953,88.72000122070312,86.8499984741211,88.69999694824219,59.90879821777344,82320300
2002-10-16,87.41000366210938,87.80000305175781,85.91999816894531,86.55000305175781,58.45667266845703,62977800
2002-10-17,88.87000274658203,89.30000305175781,87.8499984741211,88.2699966430664,59.618350982666016,68534100
2002-10-18,87.6500015258789,89.11000061035156,86.93000030517578,88.63999938964844,59.86825942993164,47448700
2002-10-21,88.12000274658203,90.5,87.56999969482422,90.16999816894531,60.901649475097656,45859100
2002-10-22,89.05000305175781,90.01000213623047,88.5199966430664,89.5199966430664,60.46262741088867,40966800
2002-10-23,88.7699966430664,90.2699966430664,87.68000030517578,90.19999694824219,60.92190170288086,54905800
2002-10-24,90.75,90.9000015258789,88.0999984741211,88.36000061035156,59.679168701171875,54987400
2002-10-25,88.20999908447266,90.38999938964844,87.94000244140625,90.19999694824219,60.92190170288086,43672100
2002-10-28,91.1500015258789,91.29000091552734,88.8499984741211,89.61000061035156,60.52339172363281,39416100
2002-10-29,89.08000183105469,89.48999786376953,87.0,88.56999969482422,59.82099533081055,59508200
2002-10-30,88.68000030517578,89.95999908447266,88.2300033569336,89.43000030517578,60.40184783935547,41688600
2002-10-31,89.66000366210938,90.30000305175781,88.19000244140625,88.5199966430664,59.7872200012207,41620600
2002-11-01,88.3499984741211,90.81999969482422,88.05000305175781,90.2699966430664,60.96918869018555,51878900
2002-11-04,91.80000305175781,92.94000244140625,90.9000015258789,91.12999725341797,61.5500373840332,49080600
2002-11-05,90.83999633789062,92.06999969482422,90.83999633789062,91.8499984741211,62.036319732666016,37270800
2002-11-06,92.4800033569336,93.06999969482422,90.79000091552734,93.04000091552734,62.840065002441406,65013100
2002-11-07,92.0199966430664,92.22000122070312,90.22000122070312,90.76000213623047,61.30013656616211,51572000
2002-11-08,90.52999877929688,91.56999969482422,89.5199966430664,89.6500015258789,60.5504150390625,37905400
2002-11-11,89.51000213623047,89.55999755859375,87.80000305175781,88.26000213623047,59.61160659790039,33505100
2002-11-12,88.66000366210938,89.93000030517578,88.37000274658203,88.95999908447266,60.08442687988281,37724500
2002-11-13,88.31999969482422,89.73999786376953,87.44999694824219,89.05000305175781,60.145206451416016,63891500
